Stagione;Nome;Ruolo
2019-20;ACERBI;DC
2019-20;ADEKANYE;A
2019-20;ADJAPONG;"DD; E"
2019-20;ADOPO;C
2019-20;ADORANTE;PC
2019-20;AGOUME;C
2019-20;AGUDELO;C
2019-20;AINA;E
2019-20;ALASTRA;Por
2019-20;ALEX SANDRO;"DS; E"
2019-20;ALFONSO;Por
2019-20;ALLAN;"M; C"
2019-20;AMRABAT;"E; M"
2019-20;ANDERSON A;T
2019-20;ANDRENACCI;Por
2019-20;ANKERSEN;"DD; E"
2019-20;ANSALDI;E
2019-20;ANTONUCCI;A
2019-20;ARANA;E
2019-20;ARESTI;Por
2019-20;ASAMOAH;"DS; E"
2019-20;AUDERO;Por
2019-20;AUGELLO;"DS; E"
2019-20;AVOGADRI;Por
2019-20;AYE';PC
2019-20;BABACAR;PC
2019-20;BADELJ;"M; C"
2019-20;BADU;"M; C"
2019-20;BAHLOULI;A
2019-20;BALOTELLI;PC
2019-20;BANI;DC
2019-20;BARAK;T
2019-20;BARELLA;"M; C"
2019-20;BARILLA';C
2019-20;BARRECA;"DS; E"
2019-20;BARRETO;"M; C"
2019-20;BARROW;PC
2019-20;BASELLI;"C; T"
2019-20;BASTONI;DC
2019-20;BASTOS;DC
2019-20;BEGOVIC;Por
2019-20;BEHRAMI;"M; C"
2019-20;BELOTTI;PC
2019-20;BENASSI;C
2019-20;BENNACER;"M; C"
2019-20;BENTANCUR;C
2019-20;BENZAR;"DD; E"
2019-20;BERARDI;A
2019-20;BERARDI A;Por
2019-20;BERENGUER;W
2019-20;BERESZYNSKI;"DD; E"
2019-20;BERISHA E;Por
2019-20;BERISHA V;"C; T"
2019-20;BERNARDESCHI;"W; A"
2019-20;BERNI;Por
2019-20;BERTOLACCI;C
2019-20;BESSA;"C; T"
2019-20;BIANDA;DC
2019-20;BIGLIA;"M; C"
2019-20;BIRAGHI;"DS; E"
2019-20;BIRASCHI;"DD; DC"
2019-20;BIRSA;T
2019-20;BISOLI;"M; C"
2019-20;BJARNASON;C
2019-20;BLEVE;Por
2019-20;BOATENG;A
2019-20;BOCCHETTI;"DS; DC"
2019-20;BOGA;"W; A"
2019-20;BONAVENTURA;"C; W; T"
2019-20;BONAZZOLI;PC
2019-20;BONIFAZI;DC
2019-20;BONUCCI;DC
2019-20;BORGHETTO;Por
2019-20;BORINI;W
2019-20;BORJA VALERO;C
2019-20;BOUAH;"DD; E"
2019-20;BOURABIA;C
2019-20;BRANCOLINI;Por
2019-20;BREMER;DC
2019-20;BROZOVIC;C
2019-20;BRUGMAN;"M; C"
2019-20;BRUNO ALVES;DC
2019-20;BRUNO PERES;"DD; E"
2019-20;BUFFON;Por
2019-20;BUONGIORNO;DC
2019-20;CACCIATORE;"DD; DS; E"
2019-20;CACERES;"DD; DC"
2019-20;CAICEDO;PC
2019-20;CALABRIA;"DD; E"
2019-20;CALDARA;DC
2019-20;CALDERONI;"DS; E"
2019-20;CALHANOGLU;T
2019-20;CALLEJON;W
2019-20;CAMBIAGHI;A
2019-20;CAN;"M; C"
2019-20;CANDREVA;"E; W"
2019-20;CANGIANO;A
2019-20;CAPRARI;A
2019-20;CAPUTO;PC
2019-20;CARLES PEREZ;A
2019-20;CASSATA;C
2019-20;CASTAGNE;E
2019-20;CASTILLEJO;"W; A"
2019-20;CASTRO;"C; T"
2019-20;CASTROVILLI;"C; T"
2019-20;CATALDI;"M; C"
2019-20;CECCHERINI;"DD; DC"
2019-20;CEPPITELLI;DC
2019-20;CEROFOLINI;Por
2019-20;CERRI;PC
2019-20;CETIN;DC
2019-20;CHABOT;DC
2019-20;CHANCELLOR;DC
2019-20;CHIELLINI;DC
2019-20;CHIESA;"W; A"
2019-20;CHIRICHES;DC
2019-20;CICIRETTI;"W; T"
2019-20;CIGARINI;"M; C"
2019-20;CIONEK;DC
2019-20;CIPRIANO;DC
2019-20;CISTANA;"DD; DC"
2019-20;CLEONISE;A
2019-20;COLLEY;DC
2019-20;COLLEY E.;"C; W; T"
2019-20;COLOMBI;Por
2019-20;CONSIGLI;Por
2019-20;CONTI;"DD; E"
2019-20;CORBO;DC
2019-20;CORNELIUS;PC
2019-20;CORREA;A
2019-20;CRAGNO;Por
2019-20;CRESCENZI;"DD; DS; E"
2019-20;CRISCITO;"DS; DC; E"
2019-20;CRISTANTE;C
2019-20;CRISTOFORO;"M; C"
2019-20;CUADRADO;"E; W"
2019-20;CURCIO;"DS; E"
2019-20;CUTRONE;PC
2019-20;CZYBORRA;"DS; E"
2019-20;DA COSTA;Por
2019-20;DABO;"M; C"
2019-20;DALBERT;"DS; E"
2019-20;D'ALESSANDRO;E
2019-20;D'AMBROSIO;"DD; DS; DC"
2019-20;DANILO;"DD; DS; E"
2019-20;DANILO LAR.;DC
2019-20;DANZI;"M; C"
2019-20;DARMIAN;"DD; DS; E"
2019-20;DAWIDOWICZ;DC
2019-20;DE ANGELIS;"C; T"
2019-20;DE LIGT;DC
2019-20;DE MAIO;DC
2019-20;DE PAUL;"T; A"
2019-20;DE ROON;"M; C"
2019-20;DE SCIGLIO;"DD; DS; E"
2019-20;DE SILVESTRI;"DD; E"
2019-20;DE VRIJ;DC
2019-20;DEFREL;A
2019-20;DEIOLA;C
2019-20;DELL'ORCO;"DS; DC"
2019-20;DEMIRAL;DC
2019-20;DEMME;M
2019-20;DENSWIL;"DS; DC"
2019-20;DEPAOLI;"DD; E"
2019-20;DERMAKU;DC
2019-20;DESSENA;"E; M"
2019-20;DESTRO;PC
2019-20;DI CARMINE;PC
2019-20;DI FRANCESCO F;W
2019-20;DI GAUDIO;W
2019-20;DI LORENZO;"DD; E"
2019-20;DIAWARA;"M; C"
2019-20;DIJKS;"DS; E"
2019-20;DIMARCO;"DS; E"
2019-20;DJIDJI;"DS; DC"
2019-20;DJIMSITI;DC
2019-20;DJURICIC;T
2019-20;DOMINGUEZ;C
2019-20;DONATI;"DD; E"
2019-20;DONNARUMMA AL;PC
2019-20;DONNARUMMA AN.;Por
2019-20;DONNARUMMA G.;Por
2019-20;DOUGLAS COSTA;W
2019-20;DRAGOWSKI;Por
2019-20;DUARTE;DC
2019-20;DUBICKAS;A
2019-20;DUNCAN;"M; C"
2019-20;DURMISI;"DS; E"
2019-20;DYBALA;A
2019-20;DZEKO;PC
2019-20;DZEMAILI;"C; T"
2019-20;EDERA;A
2019-20;EKDAL;"M; C"
2019-20;EL YAMIQ;DC
2019-20;ELMAS;"C; T"
2019-20;EMPEREUR;"DS; DC"
2019-20;ERIKSEN;T
2019-20;ESPOSITO;PC
2019-20;EYSSERIC;"W; T"
2019-20;FAGIOLI;T
2019-20;FALCO;A
2019-20;FALCONE;Por
2019-20;FARAGO';"E; C"
2019-20;FARAONI;"DD; E"
2019-20;FARES;E
2019-20;FARIAS;A
2019-20;FAVILLI;PC
2019-20;FAZIO;DC
2019-20;FELIPE;DC
2019-20;FERRARI A.;"DD; DC"
2019-20;FERRARI G.;DC
2019-20;FIAMOZZI;"DD; E"
2019-20;FLOCCARI;PC
2019-20;FLORENZI;"DD; E"
2019-20;FOFANA;"M; C"
2019-20;FREULER;C
2019-20;FUZATO;Por
2019-20;GABBIA;DC
2019-20;GABBIADINI;A
2019-20;GABRIEL;Por
2019-20;GAETANO;T
2019-20;GAGLIARDINI;"M; C"
2019-20;GAGLIOLO;"DS; DC"
2019-20;GALLO;"DS; E"
2019-20;GASOLINA WESLEY;"DD; E"
2019-20;GASTALDELLO;DC
2019-20;GERVINHO;A
2019-20;GHEZZAL;"W; A"
2019-20;GHIGLIONE;"DD; E"
2019-20;GHOULAM;"DS; E"
2019-20;GODIN;DC
2019-20;GOLDANIGA;DC
2019-20;GOLLINI;Por
2019-20;GOMEZ;"T; A"
2019-20;GOSENS;E
2019-20;GRASSI;C
2019-20;GUERRIERI;Por
2019-20;GUMUS;A
2019-20;GUNTER;DC
2019-20;HAN;PC
2019-20;HANDANOVIC;Por
2019-20;HARASLIN;"W; A"
2019-20;HATEBOER;E
2019-20;HENDERSON L.;C
2019-20;HERNANDEZ T.;"DS; E"
2019-20;HERNANI;"M; C"
2019-20;HIGUAIN;PC
2019-20;HYSAJ;"DD; DS; E"
2019-20;IACOPONI;"DD; DC"
2019-20;IAGO FALQUE;A
2019-20;IBANEZ;DC
2019-20;IBRAHIMOVIC;PC
2019-20;IGOR;"DS; DC"
2019-20;ILICIC;A
2019-20;IMBULA;"M; C"
2019-20;IMMOBILE;PC
2019-20;INGLESE;PC
2019-20;INSIGNE;A
2019-20;IONITA;"C; T"
2019-20;IZZO;"DD; DC"
2019-20;JAGIELLO;C
2019-20;JAJALO;"M; C"
2019-20;JANDREI;Por
2019-20;JANKOVIC;"W; T"
2019-20;JANKTO;C
2019-20;JOAO PEDRO;A
2019-20;JONY;"E; W"
2019-20;JORGE SILVA;DC
2019-20;JORONEN;Por
2019-20;JUAN JESUS;"DS; DC"
2019-20;JUWARA;A
2019-20;KALINIC;PC
2019-20;KARAMOH;A
2019-20;KARNEZIS;Por
2019-20;KESSIE';C
2019-20;KHEDIRA;C
2019-20;KJAER;DC
2019-20;KLAVAN;DC
2019-20;KLUIVERT;W
2019-20;KOLAROV;"DS; E"
2019-20;KOUAME';A
2019-20;KOULIBALY;DC
2019-20;KREJCI;E
2019-20;KRUNIC;"C; T"
2019-20;KUCKA;"M; C"
2019-20;KULUSEVSKI;"C; T"
2019-20;KUMBULLA;DC
2019-20;KURTIC;"C; T"
2019-20;KYRIAKOPOULOS;"DS; E"
2019-20;LA MANTIA;PC
2019-20;LAPADULA;PC
2019-20;LASAGNA;PC
2019-20;LAURINI;"DD; E"
2019-20;LAXALT;E
2019-20;LAZARO;E
2019-20;LAZOVIC;"E; W"
2019-20;LAZZARI;E
2019-20;LERAGER;"M; C"
2019-20;LERIS;"C; W"
2019-20;LETICA;Por
2019-20;LINETTY;C
2019-20;LIROLA;"DD; E"
2019-20;LLORENTE;PC
2019-20;LO FASO;"T; A"
2019-20;LOBOTKA;"M; C"
2019-20;LOCATELLI;"M; C"
2019-20;LOZANO;A
2019-20;LUCAS FELIPPE;C
2019-20;LUCAS LEIVA;"M; C"
2019-20;LUCIONI;DC
2019-20;LUIS ALBERTO;T
2019-20;LUIZ FELIPE;DC
2019-20;LUKAKU;PC
2019-20;LUKAKU J.;E
2019-20;LUKIC;C
2019-20;LULIC;"E; C"
2019-20;LUPERTO;"DS; DC"
2019-20;LYANCO;DC
2019-20;LYKOGIANNIS;"DS; E"
2019-20;MAGNANELLI;M
2019-20;MAGNANI;DC
2019-20;MAJER;"C; T"
2019-20;MAKSIMOVIC;"DD; DC"
2019-20;MALCUIT;"DD; E"
2019-20;MALDINI;"T; A"
2019-20;MALINOVSKYI;"C; T"
2019-20;MANCINI;DC
2019-20;MANCOSU;T
2019-20;MANDRAGORA;"M; C"
2019-20;MANDZUKIC;PC
2019-20;MANGRAVITI;DC
2019-20;MANOLAS;DC
2019-20;MARCHETTI;Por
2019-20;MARIO RUI;"DS; E"
2019-20;MARLON;DC
2019-20;MARONI;T
2019-20;MARTELLA;"DS; E"
2019-20;MARTINEZ L.;PC
2019-20;MARUSIC;E
2019-20;MASIELLO;"DD; DC"
2019-20;MATEJU;"DD; DS; E"
2019-20;MATRI;PC
2019-20;MATTIELLO;"DD; DS; E"
2019-20;MATUIDI;"M; C"
2019-20;MAZZITELLI;C
2019-20;MBAYE;"DD; DS; E"
2019-20;MECCARIELLO;DC
2019-20;MEDEL;M
2019-20;MEITE';"M; C"
2019-20;MERET;Por
2019-20;MERTENS;PC
2019-20;MIGUEL VELOSO;"M; C"
2019-20;MILENKOVIC;"DD; DC"
2019-20;MILIK;PC
2019-20;MILINKOVIC-SAVIC;"C; T"
2019-20;MILLICO;A
2019-20;MIRANTE;Por
2019-20;MISSIROLI;"M; C"
2019-20;MKHITARYAN;"T; A"
2019-20;MONCINI;PC
2019-20;MONTIEL;"T; A"
2019-20;MOROSINI;"T; A"
2019-20;MOSES;"E; W"
2019-20;MULDUR;"DD; DC"
2019-20;MURGIA;"M; C"
2019-20;MURIEL;PC
2019-20;MURILLO;DC
2019-20;MURRU;"DS; E"
2019-20;MUSACCHIO;DC
2019-20;MUSSO;Por
2019-20;NAINGGOLAN;"C; T"
2019-20;NANDEZ;"M; C"
2019-20;NDOJ;C
2019-20;NESTOROVSKI;PC
2019-20;NICOLAS;Por
2019-20;N'KOULOU;DC
2019-20;NUYTINCK;DC
2019-20;OBIANG;"M; C"
2019-20;OKAKA;PC
2019-20;OKOLI;DC
2019-20;OLIVA;M
2019-20;OLIVERA M;"DS; E"
2019-20;OLSEN;Por
2019-20;OPOKU;DC
2019-20;ORSOLINI;"W; A"
2019-20;OSPINA;Por
2019-20;PADELLI;Por
2019-20;PAJAC;"DS; E"
2019-20;PALACIO;A
2019-20;PALOMINO;DC
2019-20;PALOSCHI;PC
2019-20;PANDEV;"T; A"
2019-20;PAQUETA';T
2019-20;PARIGINI;W
2019-20;PAROLO;"M; C"
2019-20;PASALIC;"C; T"
2019-20;PASTORE;T
2019-20;PATRIC;"DD; DC; E"
2019-20;PAU LOPEZ;Por
2019-20;PAVOLETTI;PC
2019-20;PAZ;"DS; DC"
2019-20;PAZZINI;PC
2019-20;PEDRO G.;PC
2019-20;PEGOLO;Por
2019-20;PELLEGRINI LO.;"C; T"
2019-20;PELLEGRINI LU.;"DS; E"
2019-20;PELUSO;"DS; DC"
2019-20;PEREIRO;"T; A"
2019-20;PERIN;Por
2019-20;PERISAN;Por
2019-20;PEROTTI;W
2019-20;PESSINA;C
2019-20;PETAGNA;PC
2019-20;PETRICCIONE;C
2019-20;PEZZELLA GER.;DC
2019-20;PEZZELLA GIU.;"DS; E"
2019-20;PIATEK;PC
2019-20;PICCOLI;PC
2019-20;PINAMONTI;PC
2019-20;PINNA;"DD; E"
2019-20;PINSOGLIO;Por
2019-20;PISACANE;"DD; DS; DC"
2019-20;PJACA;A
2019-20;PJANIC;C
2019-20;POLI;"M; C"
2019-20;POLITANO;"W; A"
2019-20;PORTANOVA;C
2019-20;PROTO;Por
2019-20;PULGAR;"M; C"
2019-20;PUSSETTO;"W; A"
2019-20;QUAGLIARELLA;PC
2019-20;RABIOT;C
2019-20;RADOVANOVIC;M
2019-20;RADU;"DS; DC"
2019-20;RADU I.;Por
2019-20;RADUNOVIC;Por
2019-20;RAFAEL;Por
2019-20;RAFAEL LEAO;PC
2019-20;RAGATZU;A
2019-20;RAMIREZ;T
2019-20;RAMSEY;T
2019-20;RANIERI L;"DS; DC"
2019-20;RANOCCHIA;DC
2019-20;RASMUSSEN;DC
2019-20;RASPADORI;PC
2019-20;RAUTI;PC
2019-20;REBIC;A
2019-20;RECA;"DS; E"
2019-20;REGINI;"DS; DC; E"
2019-20;REINA;Por
2019-20;RIBERY;"W; A"
2019-20;RICCARDI;"C; T"
2019-20;RICCARDI D;DC
2019-20;RIGONI E;A
2019-20;RINCON;M
2019-20;RISPOLI;"DD; E"
2019-20;RIZZO N;DC
2019-20;RODRIGO BECAO;DC
2019-20;RODRIGUEZ R.;"DS; E"
2019-20;ROG;C
2019-20;ROGERIO;"DS; E"
2019-20;ROMAGNA;DC
2019-20;ROMAGNOLI;DC
2019-20;ROMERO;DC
2019-20;ROMULO;"E; M"
2019-20;RONALDO;PC
2019-20;ROSATI;Por
2019-20;ROSSETTINI;"DD; DC"
2019-20;ROSSI F.;Por
2019-20;ROVELLA;"M; C"
2019-20;RRAHMANI;"DD; DS; DC"
2019-20;RUGANI;DC
2019-20;RUIZ;"C; T"
2019-20;RUSSO A;Por
2019-20;SABELLI;"DD; E"
2019-20;SAELEMAEKERS;"W; A"
2019-20;SALA;"DD; E"
2019-20;SALAMON;DC
2019-20;SALCEDO E.;PC
2019-20;SAMIR;"DS; DC"
2019-20;SANABRIA;PC
2019-20;SANCHEZ;A
2019-20;SANDRO;"M; C"
2019-20;SANSONE;A
2019-20;SANTANDER;PC
2019-20;SANTON;"DD; DS; E"
2019-20;SAPONARA;T
2019-20;SARR M.;Por
2019-20;SCHONE;C
2019-20;SCHOUTEN;"C; T"
2019-20;SCOZZARELLA;"M; C"
2019-20;SECULIN;Por
2019-20;SEMA;E
2019-20;SEMPRINI;"DD; DC; E"
2019-20;SENSI;C
2019-20;SEPE;Por
2019-20;SHAKHOV;"M; C"
2019-20;SIERRALTA;"DD; DC"
2019-20;SILIGARDI;W
2019-20;SILVESTRI;Por
2019-20;SIMEONE;PC
2019-20;SIRIGU;Por
2019-20;SKORUPSKI;Por
2019-20;SKOV OLSEN;A
2019-20;SKRABB;"T; A"
2019-20;SKRINIAR;DC
2019-20;SMALLING;DC
2019-20;SORIANO;T
2019-20;SOTTIL;A
2019-20;SOUMAORO;DC
2019-20;SPALEK;T
2019-20;SPINAZZOLA;"DS; E"
2019-20;SPORTIELLO;Por
2019-20;SPROCATI;"W; A"
2019-20;STEPINSKI;PC
2019-20;STRAKOSHA;Por
2019-20;STREFEZZA;"E; W"
2019-20;STRYGER LARSEN;"DD; DC; E"
2019-20;STURARO;"M; C"
2019-20;SUSO;"W; A"
2019-20;SVANBERG;C
2019-20;SZCZESNY;Por
2019-20;TABANELLI;"C; T"
2019-20;TACHTSIDIS;M
2019-20;TEODORCZYK;PC
2019-20;TER AVEST;"DD; E"
2019-20;TERRACCIANO;Por
2019-20;TERZIC;"DS; E"
2019-20;THEREAU;A
2019-20;THIAM D;Por
2019-20;THORSBY;C
2019-20;TOLJAN;"DD; DS; E"
2019-20;TOLOI;DC
2019-20;TOMIYASU;"DD; DC"
2019-20;TOMOVIC;"DD; DC"
2019-20;TONALI;"M; C"
2019-20;TONELLI;DC
2019-20;TORREGROSSA;PC
2019-20;TRAORE' AM.;A
2019-20;TRAORE' HJ.;"C; T"
2019-20;TREMOLADA;T
2019-20;TRIPALDELLI;"DS; E"
2019-20;TROOST-EKONG;DC
2019-20;TUNJOV;"C; T"
2019-20;TUPTA;PC
2019-20;TURATI;Por
2019-20;TUTINO;A
2019-20;UJKANI;Por
2019-20;UNDER;"W; A"
2019-20;VALDIFIORI;C
2019-20;VALOTI;"C; T"
2019-20;VAVRO;DC
2019-20;VECINO;"M; C"
2019-20;VENUTI;"DD; DS; E"
2019-20;VERA;"DS; E"
2019-20;VERDI;"W; A"
2019-20;VERETOUT;C
2019-20;VERRE;"C; T"
2019-20;VICARI;DC
2019-20;VIEIRA;"M; C"
2019-20;VIGORITO;Por
2019-20;VILLAR;C
2019-20;VITALE L;"DS; E"
2019-20;VIVIANI M;"M; C"
2019-20;VLAHOVIC;PC
2019-20;VODISEK;Por
2019-20;WALACE;M
2019-20;WALUKIEWICZ;DC
2019-20;YOUNES;"W; A"
2019-20;YOUNG;"DD; DS; E"
2019-20;ZACCAGNI;"C; T"
2019-20;ZACCAGNO;Por
2019-20;ZANIOLO;T
2019-20;ZAPATA C.;DC
2019-20;ZAPATA D.;PC
2019-20;ZAPPACOSTA;"DD; E"
2019-20;ZAZA;PC
2019-20;ZEEGELAAR;E
2019-20;ZENNARO;"C; T"
2019-20;ZIELINSKI;"C; T"
2019-20;ZMRHAL;"C; W"
2019-20;ZUKANOVIC;"DS; DC"
2019-20;ZURKOWSKI;C
2020-21;ACAMPORA;"M; C"
2020-21;ACERBI;DC
2020-21;ADEKANYE;A
2020-21;ADJAPONG;"DD; E"
2020-21;ADORANTE;PC
2020-21;ADRIEN SILVA;C
2020-21;AGOUME;C
2020-21;AGUDELO;"C; T"
2020-21;AKPA AKPRO;"M; C"
2020-21;ALASTRA;Por
2020-21;ALEX SANDRO;"DS; E"
2020-21;ALIA;Por
2020-21;AMIONE;DC
2020-21;AMRABAT;"M; C"
2020-21;ANDERSON D.;E
2020-21;ANKERSEN;"DD; DS; E"
2020-21;ANSALDI;"DS; E"
2020-21;ANTEI;"DD; DC"
2020-21;ARESTI;Por
2020-21;ARMINI;"DD; DS; DC"
2020-21;ARSLAN;"C; T"
2020-21;ARTHUR;C
2020-21;ASAMOAH;"DS; E"
2020-21;ASKILDSEN;C
2020-21;ASORO;A
2020-21;AUDERO;Por
2020-21;AUGELLO;"DS; E"
2020-21;AVOGADRI;Por
2020-21;AYE';PC
2020-21;AYHAN;DC
2020-21;BADELJ;"M; C"
2020-21;BADU;"M; C"
2020-21;BAKAYOKO;M
2020-21;BALDURSSON;"C; T"
2020-21;BANI;DC
2020-21;BARAK;"C; T"
2020-21;BARBA;"DS; DC"
2020-21;BARELLA;"M; C"
2020-21;BARRECA;"DS; E"
2020-21;BARROW;A
2020-21;BARTOLOMEI;"M; C"
2020-21;BASELLI;C
2020-21;BASIT;"M; C"
2020-21;BASTONI;DC
2020-21;BASTONI S.;"DS; E"
2020-21;BASTOS;DC
2020-21;BEHRAMI;M
2020-21;BELLANOVA;"DD; E"
2020-21;BELOTTI;PC
2020-21;BENALI;"C; T"
2020-21;BENASSI;"C; T"
2020-21;BENNACER;"M; C"
2020-21;BENTANCUR;C
2020-21;BERARDI;A
2020-21;BERARDI A.;Por
2020-21;BERENGUER;"W; T"
2020-21;BERESZYNSKI;"DD; E"
2020-21;BERNARDESCHI;"W; T"
2020-21;BIRAGHI;"DS; E"
2020-21;BIRASCHI;"DD; DC; E"
2020-21;BOCCHETTI;"DS; DC"
2020-21;BOER;Por
2020-21;BOGA;A
2020-21;BONAVENTURA;"C; W; T"
2020-21;BONAZZOLI;PC
2020-21;BONIFAZI;DC
2020-21;BONUCCI;DC
2020-21;BORJA VALERO;C
2020-21;BOURABIA;"M; C"
2020-21;BRADARIC;"M; C"
2020-21;BRANCOLINI;Por
2020-21;BREMER;DC
2020-21;BREZA;Por
2020-21;BROZOVIC;C
2020-21;BRUGMAN;"M; C"
2020-21;BRUNETTA;"T; A"
2020-21;BRUNO ALVES;DC
2020-21;BRUNO PERES;"DD; E"
2020-21;BUFFON;Por
2020-21;BUONGIORNO;"DS; DC"
2020-21;BUSI;"DD; E"
2020-21;CACERES;"DD; DS; DC"
2020-21;CAICEDO;PC
2020-21;CALABRESI;"DD; DC"
2020-21;CALABRIA;"DD; DS; E"
2020-21;CALAFIORI;"DS; E"
2020-21;CALDARA;DC
2020-21;CALDIROLA;"DS; DC"
2020-21;CALHANOGLU;T
2020-21;CALIGARA;C
2020-21;CALLEJON;W
2020-21;CANDREVA;"E; W"
2020-21;CAPRADOSSI;DC
2020-21;CAPRARI;A
2020-21;CAPUTO;PC
2020-21;CARBONI;"DS; DC"
2020-21;CARLES PEREZ;"W; A"
2020-21;CARNESECCHI;Por
2020-21;CASSATA;"M; C"
2020-21;CASTILLEJO;W
2020-21;CASTROVILLI;"C; T"
2020-21;CATALDI;"M; C"
2020-21;CECCHERINI;"DD; DC"
2020-21;CEPPITELLI;DC
2020-21;CERRI;PC
2020-21;CETIN;DC
2020-21;CHABOT;DC
2020-21;CHIELLINI;DC
2020-21;CHIESA;"W; A"
2020-21;CHIRICHES;"DD; DC"
2020-21;CIGARINI;"M; C"
2020-21;CIOCCI;Por
2020-21;COLLEY;DC
2020-21;COLLEY E.;A
2020-21;COLOMBI;Por
2020-21;COLOMBO;PC
2020-21;CONSIGLI;Por
2020-21;CONTI;"DD; E"
2020-21;CONTINI;Por
2020-21;CORBO;DC
2020-21;CORDAZ;Por
2020-21;CORNELIUS;PC
2020-21;CORREA;A
2020-21;COULIBALY M.;"M; C"
2020-21;CRAGNO;Por
2020-21;CRESPI;Por
2020-21;CRISCITO;"DS; DC; E"
2020-21;CRISTANTE;"M; C"
2020-21;CRISTOFORO;"M; C"
2020-21;CROCIATA;"C; T"
2020-21;CUADRADO;"DD; E"
2020-21;CUOMO;DC
2020-21;CUTRONE;PC
2020-21;CYPRIEN;"M; C"
2020-21;CZYBORRA;"DS; E"
2020-21;DA COSTA;Por
2020-21;DABO;"M; C"
2020-21;DALLE MURA;DC
2020-21;DALOT;"DD; DS; E"
2020-21;D'AMBROSIO;"DD; DC; E"
2020-21;DAMSGAARD;"W; T; A"
2020-21;DANILO;"DD; DS; E"
2020-21;DANILO LAR.;DC
2020-21;DANZI;"M; C"
2020-21;DARMIAN;"DD; DS; E"
2020-21;DAWIDOWICZ;DC
2020-21;DE LIGT;DC
2020-21;DE MAIO;DC
2020-21;DE PAUL;T
2020-21;DE ROON;"M; C"
2020-21;DE SCIGLIO;"DD; DS; E"
2020-21;DE SILVESTRI;"DD; E"
2020-21;DE VRIJ;DC
2020-21;DEFREL;A
2020-21;DEIOLA;"M; C"
2020-21;DEL PINTO;"M; C"
2020-21;DELL'ORCO;"DS; DC"
2020-21;DEMARKU;DC
2020-21;DEMIRAL;DC
2020-21;DEMME;M
2020-21;DENSWIL;"DS; DC"
2020-21;DEPAOLI;"DD; E"
2020-21;DERMAKU;DC
2020-21;DESJARDINS;Por
2020-21;DESPODOV;A
2020-21;DESTRO;PC
2020-21;DEULOFEU;"W; A"
2020-21;DEZI;"C; T"
2020-21;DI CARMINE;PC
2020-21;DI LORENZO;"DD; E"
2020-21;DIALLO;A
2020-21;DIAWARA;"M; C"
2020-21;DIAZ B.;"W; T"
2020-21;DIJKS;"DS; E"
2020-21;DIMARCO;"DS; E"
2020-21;DINI;Por
2020-21;DJIDJI;"DS; DC"
2020-21;DJIMSITI;DC
2020-21;DJURICIC;T
2020-21;DOMINGUEZ;C
2020-21;DONNARUMMA AN.;Por
2020-21;DONNARUMMA G.;Por
2020-21;DONSAH;"M; C"
2020-21;DOUGLAS COSTA;W
2020-21;DRAGOWSKI;Por
2020-21;DRAGUS;PC
2020-21;DUARTE;DC
