Stagione;Nome;Ruolo
2021-22;MOLINA N.;"DD; E"
2021-22;MOLINARO;"DS; E"
2021-22;MOLLA;Por
2021-22;MONTIPO';Por
2021-22;MORATA;PC
2021-22;MORO;A
2021-22;MRAZ;PC
2021-22;MULDUR;"DD; E"
2021-22;MUNTEANU;PC
2021-22;MURIEL;PC
2021-22;MURIQI;PC
2021-22;MURRU;"DS; E"
2021-22;MUSSO;Por
2021-22;NANDEZ;"E; M"
2021-22;NASTASIC;DC
2021-22;NESTOROVSKI;PC
2021-22;NIKOLAOU;DC
2021-22;NSAME;PC
2021-22;NUYTINCK;DC
2021-22;NZOLA;PC
2021-22;OBERT;DC
2021-22;OBI;"M; C"
2021-22;OBIANG;"M; C"
2021-22;ODDEI;A
2021-22;ODRIOZOLA;"DD; E"
2021-22;OKAKA;PC
2021-22;OKEREKE;A
2021-22;OLIVA;M
2021-22;OLIVEIRA;C
2021-22;ORSOLINI;"W; A"
2021-22;OSIMHEN;PC
2021-22;OSPINA;Por
2021-22;OUNAS;A
2021-22;PADELLI;Por
2021-22;PALOMINO;DC
2021-22;PALUMBO;C
2021-22;PANDEV;A
2021-22;PANDUR;Por
2021-22;PARISI;"DS; E"
2021-22;PASALIC;"C; T"
2021-22;PATRIC;"DD; DC; E"
2021-22;PAVOLETTI;PC
2021-22;PECILE;M
2021-22;PEDRO;A
2021-22;PEGOLO;Por
2021-22;PELLEGRI;PC
2021-22;PELLEGRINI LO.;"C; T"
2021-22;PELLEGRINI LU.;"DS; E"
2021-22;PELUSO;"DS; DC"
2021-22;PEREIRO;"W; T"
2021-22;PERETZ;"M; C"
2021-22;PEREYRA;"W; T"
2021-22;PEREZ N.;DC
2021-22;PERIN;Por
2021-22;PERISIC;"E; W"
2021-22;PESSINA;"C; T"
2021-22;PETAGNA;PC
2021-22;PEZZELLA GIU.;E
2021-22;PIATEK;PC
2021-22;PICCOLI;PC
2021-22;PINAMONTI;PC
2021-22;PINSOGLIO;Por
2021-22;PJACA;A
2021-22;PLIZZARI;Por
2021-22;POBEGA;C
2021-22;POLITANO;"W; A"
2021-22;PORTANOVA;"C; T"
2021-22;PRAET;"C; T"
2021-22;PROVEDEL;Por
2021-22;PULGAR;"M; C"
2021-22;PUSSETTO;"W; A"
2021-22;QUAGLIARELLA;PC
2021-22;RABIOT;C
2021-22;RADOVANOVIC;DC
2021-22;RADU;"DS; DC"
2021-22;RADU I.;Por
2021-22;RADUNOVIC;Por
2021-22;RAFAEL LEAO;A
2021-22;RAMSEY;T
2021-22;RANIERI L.;"DS; DC"
2021-22;RANOCCHIA;DC
2021-22;RASPADORI;PC
2021-22;RAVAGLIA;Por
2021-22;REBIC;A
2021-22;RECA;"DS; E"
2021-22;REINA;Por
2021-22;REYNOLDS;"DD; E"
2021-22;RIBERY;A
2021-22;RICCI S.;"M; C"
2021-22;RINCON;M
2021-22;RODRIGO BECAO;DC
2021-22;RODRIGUEZ R.;"DS; E"
2021-22;ROG;"M; C"
2021-22;ROGERIO;"DS; E"
2021-22;ROMAGNA;DC
2021-22;ROMAGNOLI;DC
2021-22;ROMAGNOLI S.;DC
2021-22;ROMERO L.;"W; T"
2021-22;ROSATI;Por
2021-22;ROSSI F.;Por
2021-22;ROVELLA;"M; C"
2021-22;RRAHMANI;DC
2021-22;RUEGG;"DD; E"
2021-22;RUGANI;DC
2021-22;RUGGERI;"DS; E"
2021-22;RUI PATRICIO;Por
2021-22;RUIZ;"C; T"
2021-22;SABELLI;"DD; E"
2021-22;SAELEMAEKERS;W
2021-22;SALA;"DD; E"
2021-22;SALCEDO E.;PC
2021-22;SAMARDZIC;T
2021-22;SAMIR;"DS; DC"
2021-22;SANABRIA;PC
2021-22;SANCHEZ;A
2021-22;SANSONE;A
2021-22;SANTANDER;PC
2021-22;SAPONARA;"W; T"
2021-22;SATALINO;Por
2021-22;SATRIANO;PC
2021-22;SCALVINI;DC
2021-22;SCAMACCA;PC
2021-22;SCHIAVONE;"M; C"
2021-22;SCHNEGG;"DS; E"
2021-22;SCHOUTEN;"M; C"
2021-22;SEMPER;Por
2021-22;SENSI;C
2021-22;SERPE;DC
2021-22;SHER;"M; C"
2021-22;SHOMURODOV;PC
2021-22;SIGURDSSON A.;"W; T"
2021-22;SILVESTRI;Por
2021-22;SIMEONE;PC
2021-22;SIMY;PC
2021-22;SINGO;E
2021-22;SIRIGU;Por
2021-22;SKORUPSKI;Por
2021-22;SKOV OLSEN;"W; A"
2021-22;SKRINIAR;DC
2021-22;SMALLING;DC
2021-22;SOPPY;"DD; DC; E"
2021-22;SORIANO;T
2021-22;SOTTIL;"W; A"
2021-22;SOUMAORO;DC
2021-22;SPINAZZOLA;"DS; E"
2021-22;SPORTIELLO;Por
2021-22;STOJANOVIC;"DD; E"
2021-22;STRAKOSHA;Por
2021-22;STRANDBERG;DC
2021-22;STRELEC;PC
2021-22;STROOTMAN;"M; C"
2021-22;STRYGER LARSEN;"DD; E"
2021-22;STULAC;"M; C"
2021-22;STURARO;"M; C"
2021-22;SUCCESS;A
2021-22;SUTALO;DC
2021-22;SVANBERG;C
2021-22;SVOBODA;DC
2021-22;SZCZESNY;Por
2021-22;TAMEZE;"M; C"
2021-22;TATARUSANU;Por
2021-22;TERRACCIANO;Por
2021-22;TERZIC;"DS; E"
2021-22;TESSMANN;"M; C"
2021-22;THEATE;DC
2021-22;THORSBY;"M; C"
2021-22;TOLJAN;"DD; DS; E"
2021-22;TOLOI;DC
2021-22;TOMORI;DC
2021-22;TONALI;"M; C"
2021-22;TONELLI;DC
2021-22;TORREGROSSA;PC
2021-22;TORREIRA;"M; C"
2021-22;TOURE' A.;M
2021-22;TRAORE' HJ.;T
2021-22;UDOGIE;"DS; E; M"
2021-22;UJKANI;Por
2021-22;VACCA;M
2021-22;VAN HOOIJDONK;PC
2021-22;VANHEUSDEN;DC
2021-22;VASQUEZ;DC
2021-22;VAVRO;DC
2021-22;VECINO;"M; C"
2021-22;VENUTI;"DD; DS; E"
2021-22;VERDE;A
2021-22;VERDI;"W; T"
2021-22;VERETOUT;C
2021-22;VERGANI;PC
2021-22;VERRE;"C; T"
2021-22;VESELI;"DD; DS; DC"
2021-22;VICARIO;Por
2021-22;VIDAL;C
2021-22;VIEIRA;"M; C"
2021-22;VIGNATO;"W; T"
2021-22;VILLAR;"M; C"
2021-22;VINA;"DS; E"
2021-22;VITI;DC
2021-22;VLAHOVIC;PC
2021-22;VOJVODA;E
2021-22;WALACE;M
2021-22;WALUKIEWICZ;DC
2021-22;WARMING;A
2021-22;YEPES;M
2021-22;YOSHIDA;DC
2021-22;ZACCAGNI;"T; A"
2021-22;ZAKARIA;M
2021-22;ZALEWSKI;"W; T"
2021-22;ZAMBO ANGUISSA;"M; C"
2021-22;ZANIOLO;"W; T"
2021-22;ZANOLI;"DD; DS; E"
2021-22;ZAPATA D.;PC
2021-22;ZAPPA;"DD; E"
2021-22;ZAPPACOSTA;E
2021-22;ZAZA;PC
2021-22;ZEEGELAAR;"DS; E"
2021-22;ZIELINSKI;"C; T"
2021-22;ZIMA;DC
2021-22;ZOET;Por
2021-22;ZORTEA;"DD; DS; E"
2021-22;ZOVKO;Por
2021-22;ZURKOWSKI;C
2022-23;ABRAHAM;PC
2022-23;ACERBI;DC
2022-23;ADAMONIS;Por
2022-23;ADLI;T
2022-23;ADOPO;DC
2022-23;AEBISCHER;C
2022-23;AFENA-GYAN;A
2022-23;AGOUME;"M; C"
2022-23;AGUDELO;"T; A"
2022-23;AINA;E
2022-23;AIWU;DC
2022-23;ALEX SANDRO;"DS; E"
2022-23;ALVAREZ A.;PC
2022-23;AMEY;"DD; DC"
2022-23;AMIAN;"DD; DC"
2022-23;AMIONE;"DS; DC"
2022-23;AMPADU;DC
2022-23;AMRABAT;"M; C"
2022-23;ANTISTE;A
2022-23;ANTOV;DC
2022-23;ARNAUTOVIC;PC
2022-23;ARSLAN;"M; C"
2022-23;ARTHUR;"M; C"
2022-23;ASCACIBAR;"M; C"
2022-23;ASKILDSEN;C
2022-23;ASLLANI;"M; C"
2022-23;AUDERO;Por
2022-23;AUGELLO;"DS; E"
2022-23;AYHAN;"DD; DC"
2022-23;BAEZ;"E; W"
2022-23;BAGNOLINI;Por
2022-23;BAJRAMI;T
2022-23;BAKAYOKO;M
2022-23;BALDANZI;"T; A"
2022-23;BALLO-TOURE';"DS; E"
2022-23;BANDA;A
2022-23;BANDINELLI;C
2022-23;BARAK;T
2022-23;BARBERIS;"M; C"
2022-23;BARDI;Por
2022-23;BARELLA;C
2022-23;BARROW;A
2022-23;BARTOLOMEI;C
2022-23;BASCHIROTTO;"DD; DS; DC"
2022-23;BASIC;C
2022-23;BASTONI;DC
2022-23;BASTONI S.;"E; C"
2022-23;BAYEYE;E
2022-23;BELLANOVA;E
2022-23;BELOTTI;PC
2022-23;BENASSI;C
2022-23;BENKOVIC;DC
2022-23;BENNACER;"M; C"
2022-23;BERARDI;A
2022-23;BERARDI A.;Por
2022-23;BERESZYNSKI;"DD; E"
2022-23;BERISHA;Por
2022-23;BERTOLA;DC
2022-23;BETO;PC
2022-23;BIANCHETTI;"DD; DC"
2022-23;BIJOL;DC
2022-23;BIRAGHI;"DS; E"
2022-23;BIRINDELLI;"DD; DS; E"
2022-23;BISTROVIC;"C; T"
2022-23;BJORKENGREN;"M; C"
2022-23;BLEVE;Por
2022-23;BLIN;"M; C"
2022-23;BOER;Por
2022-23;BOGA;"W; A"
2022-23;BOHINEN;"M; C"
2022-23;BONAVENTURA;"C; W; T"
2022-23;BONAZZOLI;PC
2022-23;BONDO;"C; T"
2022-23;BONIFAZI;DC
2022-23;BONUCCI;DC
2022-23;BOTHEIM;PC
2022-23;BOURABIA;"M; C"
2022-23;BOVE;C
2022-23;BRADARIC;"DS; E"
2022-23;BRANCOLINI;Por
2022-23;BREMER;DC
2022-23;BRONN;"DD; DC"
2022-23;BROZOVIC;"M; C"
2022-23;BUONAIUTO;A
2022-23;BUONGIORNO;"DS; DC"
2022-23;BUTA;"DS; E"
2022-23;CABAL;"DS; DC"
2022-23;CABRAL;PC
2022-23;CACACE;"DS; E"
2022-23;CALABRIA;"DD; E"
2022-23;CALAFIORI;"DS; E"
2022-23;CALDARA;DC
2022-23;CALDIROLA;"DS; DC"
2022-23;CALHANOGLU;T
2022-23;CAMARA MA.;"M; C"
2022-23;CAMBIAGHI;A
2022-23;CAMBIASO;"DD; DS; E"
2022-23;CANCELLIERI;A
2022-23;CANDREVA;W
2022-23;CAPEZZI;"M; C"
2022-23;CAPRADOSSI;DC
2022-23;CAPRARI;A
2022-23;CAPUTO;PC
2022-23;CARBONI;"DS; DC"
2022-23;CARLOS AUGUSTO;"DS; E"
2022-23;CARNESECCHI;Por
2022-23;CASALE;"DD; DC"
2022-23;CASTAGNETTI;"M; C"
2022-23;CASTROVILLI;"C; T"
2022-23;CATALDI;"M; C"
2022-23;CAVION;C
2022-23;CECCHERINI;"DD; DC"
2022-23;CEESAY;PC
2022-23;CEIDE;"W; A"
2022-23;CELIK;"DD; E"
2022-23;CEROFOLINI;Por
2022-23;CETIN;DC
2022-23;CHIESA;"W; A"
2022-23;CHIESA M.;Por
2022-23;CHIRICHES;DC
2022-23;CIEZKOWSKI;Por
2022-23;CIOFANI D.;PC
2022-23;CIURRIA;"T; A"
2022-23;COLLEY;DC
2022-23;COLOMBO;PC
2022-23;COLPANI;"C; T"
2022-23;CONSIGLI;Por
2022-23;CONTI;"DD; E"
2022-23;CONTINI;Por
2022-23;COPPOLA D.;DC
2022-23;CORDAZ;Por
2022-23;CORREA;A
2022-23;CORTINOVIS;"C; T"
2022-23;COULIBALY L.;"M; C"
2022-23;CRAGNO;Por
2022-23;CRISTANTE;"M; C"
2022-23;CUADRADO;"E; W"
2022-23;D'ALESSANDRO;"E; W"
2022-23;D'AMBROSIO;"DD; DS; DC"
2022-23;DANILO;"DD; DS; E"
2022-23;DARBOE;"M; C"
2022-23;DARMIAN;E
2022-23;DAWIDOWICZ;DC
2022-23;DE KETELAERE;"T; A"
2022-23;DE LUCA;PC
2022-23;DE ROON;M
2022-23;DE SCIGLIO;"DD; DS; E"
2022-23;DE SILVESTRI;"DD; E"
2022-23;DE VRIJ;DC
2022-23;DE WINTER;"DD; DC"
2022-23;DEFREL;A
2022-23;DEMIRAL;DC
2022-23;DEMME;M
2022-23;DEPAOLI;"DD; E"
2022-23;DERMAKU;DC
2022-23;DESSERS;PC
2022-23;DEST;"DD; DS; E"
2022-23;DESTRO;PC
2022-23;DEULOFEU;A
2022-23;DI CARMINE;PC
2022-23;DI FRANCESCO F.;A
2022-23;DI GREGORIO;Por
2022-23;DI LORENZO;"DD; E"
2022-23;DI MARIA;A
2022-23;DIA;PC
2022-23;DIAWARA;"M; C"
2022-23;DIAZ B.;"W; T"
2022-23;DIJKS;"DS; E"
2022-23;DIMARCO;"DS; DC; E"
2022-23;DJIDJI;"DD; DS; DC"
2022-23;DJIMSITI;DC
2022-23;DJURIC;PC
2022-23;DJURICIC;"W; T"
2022-23;DODO';"DD; E"
2022-23;DOIG;"DS; E"
2022-23;DOMINGUEZ;"M; C"
2022-23;DONATI;"DD; DC"
2022-23;DRAGOWSKI;Por
2022-23;DUMFRIES;E
2022-23;DUNCAN;"M; C"
2022-23;DYBALA;A
2022-23;DZEKO;PC
2022-23;EBOSELE;"DD; E"
2022-23;EBOSSE;"DS; E"
2022-23;EBUEHI;"DD; E"
2022-23;EDERA;"W; A"
2022-23;EDERSON D.S.;"C; T"
2022-23;EKDAL;"M; C"
2022-23;EL SHAARAWY;"W; A"
2022-23;ELMAS;"C; T"
2022-23;ERLIC;DC
2022-23;ESCALANTE;"M; C"
2022-23;FAGIOLI;"C; T"
2022-23;FALCONE;Por
2022-23;FARAONI;"DD; E"
2022-23;FAZIO;DC
2022-23;FELIPE ANDERSON;"W; A"
2022-23;FERGUSON;"C; T"
2022-23;FERRARI A.;"DD; DC"
2022-23;FERRARI G.;DC
2022-23;FERRER;"DD; DS; E"
2022-23;FIORDALISO;"DD; DC"
2022-23;FIORILLO;Por
2022-23;FLORENZI;"DD; E"
2022-23;FRABOTTA;"DS; E"
2022-23;FRATTESI;C
2022-23;GABBIA;DC
2022-23;GABBIADINI;A
2022-23;GAETANO;"C; T"
2022-23;GAGLIARDINI;"M; C"
2022-23;GALLO;"DS; E"
2022-23;GATTI;DC
2022-23;GEMELLO;Por
2022-23;GENDREY;"DD; DC"
2022-23;GHIGLIONE;"DD; E"
2022-23;GILA;DC
2022-23;GIROUD;PC
2022-23;GOLLINI;Por
2022-23;GONZALEZ J.;C
2022-23;GONZALEZ N.;A
2022-23;GOSENS;E
2022-23;GRASSI;"M; C"
2022-23;GUNTER;DC
2022-23;GYASI;"W; A"
2022-23;GYOMBER;DC
2022-23;GYTKJAER;PC
2022-23;HAAS;C
2022-23;HANDANOVIC;Por
2022-23;HARROUI;"M; C"
2022-23;HATEBOER;E
2022-23;HELGASON;"C; T"
2022-23;HENDERSON L.;"C; T"
2022-23;HENRY;PC
2022-23;HERNANDEZ T.;"DS; E"
2022-23;HJULMAND;"M; C"
2022-23;HOJLUND;PC
2022-23;HOLM;"DD; E"
2022-23;HONGLA;"M; C"
2022-23;HRISTOV;DC
2022-23;HYSAJ;"DD; DS; E"
2022-23;IBANEZ;DC
2022-23;IBRAHIMOVIC;PC
2022-23;IGOR;"DS; DC"
2022-23;IKONE';"W; A"
2022-23;ILIC;"C; T"
2022-23;ILICIC;A
2022-23;ILKHAN;"C; T"
2022-23;IMMOBILE;PC
2022-23;ISMAJLI;DC
2022-23;IZZO;"DD; DC"
2022-23;JAJALO;"M; C"
2022-23;JAROSZYNSKI;"DS; DC; E"
2022-23;JOVIC;PC
2022-23;JUAN JESUS;"DS; DC"
2022-23;KAIO JORGE;PC
2022-23;KALULU;"DD; DC"
2022-23;KAMENOVIC;"DS; E"
2022-23;KARSDORP;"DD; E"
2022-23;KASIUS;"DD; E"
2022-23;KASTANOS;"C; T"
2022-23;KEAN;PC
2022-23;KECHRIDA;"DD; E"
2022-23;KIM;DC
2022-23;KIWIOR;DC
2022-23;KJAER;DC
2022-23;KOKORIN;PC
2022-23;KOOPMEINERS;"C; T"
2022-23;KORNVIG;C
2022-23;KOSTIC;"E; W"
2022-23;KOUAME';A
2022-23;KOVALENKO;"C; T"
2022-23;KRUNIC;"C; T"
2022-23;KUMBULLA;DC
2022-23;KVARATSKHELIA;"W; A"
2022-23;KYRIAKOPOULOS;"DS; E"
2022-23;LAMANNA;Por
2022-23;LAMMERS;PC
2022-23;LASAGNA;PC
2022-23;LAURIENTE';A
2022-23;LAZARO;E
2022-23;LAZETIC;PC
2022-23;LAZOVIC;"E; W"
2022-23;LAZZARI;"DD; E"
2022-23;LERIS;W
2022-23;LEVERBE;DC
2022-23;LINETTY;C
2022-23;LISTKOWSKI;W
2022-23;LOBOTKA;"M; C"
2022-23;LOCATELLI;"M; C"
2022-23;LOCHOSHVILI;DC
2022-23;LOOKMAN;"W; A"
2022-23;LOPEZ M.;"M; C"
2022-23;LOVATO;DC
2022-23;LOVRIC;"C; T"
2022-23;LOZANO;A
2022-23;LUCUMI';DC
2022-23;LUIS ALBERTO;T
2022-23;LUIS MAXIMIANO;Por
2022-23;LUKAKU;PC
2022-23;LUKIC;"C; T"
2022-23;LUPERTO;"DS; DC"
2022-23;LYKOGIANNIS;"DS; E"
2022-23;MACHIN;"C; T"
2022-23;MAEHLE;E
2022-23;MAGGIORE;"C; T"
2022-23;MAGNANI;DC
2022-23;MAIGNAN;Por
2022-23;MAKENGO;"M; C"
2022-23;MALDINI;"T; A"
2022-23;MALEH;C
2022-23;MALINOVSKYI;T
2022-23;MANCINI;DC
2022-23;MANDRAGORA;"M; C"
2022-23;MARCHIZZA;"DS; DC"
2022-23;MARCOS ANTONIO;"M; C"
2022-23;MARFELLA;Por
2022-23;MARI';DC
2022-23;MARIN;"M; C"
2022-23;MARIO RUI;"DS; E"
2022-23;MARLON;DC
2022-23;MARRONE;DC
2022-23;MARTINEZ L.;PC
2022-23;MARTINEZ QUARTA;DC
2022-23;MARUSIC;"DD; DS; E"
2022-23;MASINA;"DS; DC; E"
2022-23;MATHEUS HENRIQUE;"M; C"
2022-23;MATIC;M
2022-23;MAZZOCCHI;"DD; E"
2022-23;MBAYE;"DD; DS; E"
2022-23;MCKENNIE;"C; W"
2022-23;MEDEL;DC
2022-23;MERET;Por
2022-23;MESSIAS;W
2022-23;MICAI;Por
2022-23;MIGUEL VELOSO;"M; C"
2022-23;MILANESE;"C; T"
2022-23;MILENKOVIC;"DD; DC"
2022-23;MILIK;PC
2022-23;MILINKOVIC-SAVIC;"C; T"
2022-23;MILINKOVIC-SAVIC V.;Por
2022-23;MIRANCHUK;"T; A"
2022-23;MIRANTE;Por
2022-23;MIRETTI;"C; T"
2022-23;MKHITARYAN;"T; A"
2022-23;MOLINA S.;E
2022-23;MOLLA;Por
2022-23;MONTIPO';Por
2022-23;MORO;A
2022-23;MORO N.;"M; C"
2022-23;MOTA;PC
2022-23;MULDUR;"DD; E"
2022-23;MURIEL;PC
2022-23;MURILLO;DC
2022-23;MURRU;"DS; E"
2022-23;MUSSO;Por
2022-23;NASTASIC;DC
2022-23;NDIAYE;DC
2022-23;NDOMBELE';"C; T"
2022-23;NESTOROVSKI;PC
2022-23;NGUIAMBA;"M; C"
2022-23;NIKOLAOU;DC
2022-23;NUYTINCK;DC
2022-23;NZOLA;PC
2022-23;OBIANG;"M; C"
2022-23;ODDEI;A
2022-23;OKEREKE;A
2022-23;OKOLI;DC
2022-23;OLIVERA;"DS; E"
2022-23;ONANA;Por
2022-23;ORIGI;PC
2022-23;ORSOLINI;"W; A"
2022-23;OSIMHEN;PC
2022-23;OSTIGARD;DC
2022-23;OUNAS;A
2022-23;PADELLI;Por
2022-23;PAFUNDI;"T; A"
2022-23;PALETTA;DC
2022-23;PALOMINO;DC
2022-23;PAREDES;"M; C"
2022-23;PARISI;"DS; E"
2022-23;PASALIC;T
2022-23;PATRIC;"DD; DC"
2022-23;PEDRO;A
2022-23;PEGOLO;Por
2022-23;PELLEGRI;PC
2022-23;PELLEGRINI LO.;T
2022-23;PEREYRA;"W; T"
2022-23;PEREZ N.;DC
2022-23;PERILLI;Por
2022-23;PERIN;Por
2022-23;PERISAN;Por
2022-23;PESSINA;"C; T"
2022-23;PETAGNA;PC
2022-23;PIANA;Por
2022-23;PIATEK;PC
2022-23;PICCOLI;PC
2022-23;PICKEL;M
2022-23;PINAMONTI;PC
2022-23;PINSOGLIO;Por
2022-23;PIROLA;DC
2022-23;POBEGA;"C; T"
2022-23;PODGOREANU;A
2022-23;POGBA;"C; T"
2022-23;POLITANO;"W; A"
2022-23;PONGRACIC;DC
2022-23;POSCH;"DD; DC"
2022-23;PRASZELIK;T
2022-23;PROVEDEL;Por
2022-23;PUSSETTO;"W; A"
2022-23;QUAGLIARELLA;PC
2022-23;QUAGLIATA;"DS; E"
2022-23;RABIOT;C
2022-23;RADONJIC;W
2022-23;RADOVANOVIC;DC
2022-23;RADU;"DS; DC"
2022-23;RADU I.;Por
2022-23;RAFAEL LEAO;A
2022-23;RANOCCHIA;DC
2022-23;RANOCCHIA F.;"M; C"
2022-23;RASPADORI;A
2022-23;RAVAGLIA;Por
2022-23;RAVANELLI;DC
2022-23;REBIC;A
2022-23;RECA;"DS; E"
2022-23;RETSOS;"DD; DS; DC"
2022-23;RIBERY;A
2022-23;RICCI S.;"M; C"
2022-23;RINCON;M
2022-23;RODRIGO BECAO;DC
2022-23;RODRIGUEZ P.;A
2022-23;RODRIGUEZ R.;"DS; DC; E"
2022-23;ROGERIO;"DS; E"
2022-23;ROMAGNA;DC
2022-23;ROMAGNOLI;DC
2022-23;ROMERO L.;"W; A"
2022-23;ROSSI F.;Por
2022-23;ROVELLA;"M; C"
2022-23;RRAHMANI;DC
2022-23;RUAN;DC
2022-23;RUGANI;DC
2022-23;RUGGERI;"DS; E"
2022-23;RUI PATRICIO;Por
2022-23;RUIZ;"C; T"
2022-23;RUSSO A.;Por
2022-23;SABIRI;"T; A"
2022-23;SAELEMAEKERS;W
2022-23;SALA;"E; C"
2022-23;SAMARDZIC;T
2022-23;SAMBIA;"DD; E"
2022-23;SAMEK;"M; C"
2022-23;SAMPIRISI;"DD; DC; E"
2022-23;SANABRIA;PC
2022-23;SANSONE;A
2022-23;SAPONARA;"W; T"
2022-23;SARO;Por
2022-23;SARR M.;Por
2022-23;SATRIANO;PC
2022-23;SCALVINI;DC
2022-23;SCHOUTEN;"M; C"
2022-23;SCHUURS;DC
2022-23;SCOZZARELLA;"M; C"
2022-23;SECK;"W; A"
2022-23;SENSI;"C; T"
2022-23;SEPE;Por
2022-23;SERNICOLA;"DS; DC; E"
2022-23;SHER;"M; C"
2022-23;SHOMURODOV;PC
2022-23;SILVESTRI;Por
2022-23;SIMEONE;PC
2022-23;SINGO;E
2022-23;SIRIGU;Por
2022-23;SKORUPSKI;Por
2022-23;SKRINIAR;DC
2022-23;SMALLING;DC
2022-23;SOPPY;"DD; E"
2022-23;SORIANO;"C; T"
2022-23;SORRENTINO A.;Por
2022-23;SOSA;DC
2022-23;SOTTIL;"W; A"
2022-23;SOULE';A
2022-23;SOUMAORO;DC
2022-23;SPINAZZOLA;"DS; E"
2022-23;SPORTIELLO;Por
2022-23;STOJANOVIC;"DD; E"
2022-23;STREFEZZA;W
2022-23;STRELEC;PC
2022-23;SUCCESS;A
2022-23;SVILAR;Por
2022-23;SZCZESNY;Por
2022-23;TAMEZE;"M; C"
2022-23;TATARUSANU;Por
2022-23;TENKORANG;C
2022-23;TERRACCIANO;Por
2022-23;TERRACCIANO F.;"E; M"
2022-23;TERZIC;"DS; E"
2022-23;THIAW;DC
2022-23;THORSTVEDT;"C; T"
2022-23;TOLJAN;"DD; E"
2022-23;TOLOI;DC
2022-23;TOMORI;DC
2022-23;TONALI;"M; C"
2022-23;TONELLI;DC
2022-23;TRAORE' HJ.;"W; T"
2022-23;TSADJOUT;PC
2022-23;TUIA;DC
2022-23;UDOGIE;"DS; E"
2022-23;UMTITI;DC
2022-23;VALENCIA D.;A
2022-23;VALERI;"DS; E"
2022-23;VALOTI;"C; T"
2022-23;VALZANIA;"M; C"
2022-23;VASQUEZ;"DS; DC"
2022-23;VECINO;"M; C"
2022-23;VENUTI;"DD; DS; E"
2022-23;VERDE;A
2022-23;VERDI;"W; T"
2022-23;VERRE;"C; T"
2022-23;VESELI;"DD; DS; DC"
2022-23;VICARIO;Por
2022-23;VIEIRA;"M; C"
2022-23;VIGNATO;"W; T"
2022-23;VIGNATO S.;"T; A"
2022-23;VILHENA;"E; C"
2022-23;VILLAR;"M; C"
2022-23;VINA;"DS; E"
2022-23;VLAHOVIC;PC
2022-23;VLASIC;"W; T"
2022-23;VOELKERLING PERSSON;PC
2022-23;VOJVODA;E
2022-23;VOLPATO;T
2022-23;VRANCKX;"M; C"
2022-23;WALACE;M
2022-23;WIJNALDUM;"C; T"
2022-23;WINKS;"M; C"
2022-23;YEPES;M
2022-23;ZACCAGNI;"W; A"
2022-23;ZAKARIA;M
2022-23;ZALEWSKI;"E; W"
2022-23;ZAMBO ANGUISSA;"M; C"
2022-23;ZANIMACCHIA;"W; A"
2022-23;ZANIOLO;"W; A"
2022-23;ZANOLI;"DD; E"
2022-23;ZANOTTI;"DD; E"
2022-23;ZAPATA D.;PC
2022-23;ZAPPACOSTA;E
2022-23;ZAZA;PC
2022-23;ZERBIN;"W; A"
2022-23;ZIELINSKI;"C; T"
2022-23;ZIMA;DC
2022-23;ZOET;Por
2022-23;ZORTEA;"DD; DS; E"
2022-23;ZOVKO;Por
2022-23;ZURKOWSKI;C
